cnpj,data_base,porte,origem
35835216000151,2020-12-01,Middle,Passiva mkt
35837045000108,2021-04-01,Very Small,Passiva mkt
35914008000148,2021-06-01,Very small,Passiva mkt
35919069000106,2020-08-01,Very small,Lista ativa
35930248000136,2022-08-01,Small,Lista ativa
35944258000120,2021-03-01,Very Small,Indicação
36000443000120,2021-01-01,Very small,Lista ativa
36012033000107,2022-07-01,Small,Passiva mkt
36061412000189,2022-06-01,Small,Passiva mkt
36153457000183,2022-04-01,Middle,Lista ativa
36162618000103,2022-09-01,Small,Lista ativa
36186322000114,2021-07-01,Small,Lista ativa
36229723000104,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
36243599000131,2021-05-01,Small,Lista ativa
36256213000126,2022-04-01,Very small,Evento
36266451000112,2022-02-01,Very Small,Passiva mkt
36297048000150,2022-09-01,Middle,Lista ativa
36317431000123,2021-01-01,Very Small,Lista ativa
36324926000180,2021-12-01,Small,Lista ativa
36340840000140,2021-10-01,Very Small,Links patrocinados
36355420000138,2021-03-01,Very Small,Lista ativa
36358007000127,2022-06-01,Small,Lista ativa
36365855000163,2021-10-01,Very Small,Passiva mkt
36394618000120,2022-09-01,Very small,Indicação
36397799000149,2020-08-01,Middle,Lista ativa
36415289000157,2020-08-01,Very small,Lista ativa
36420818000100,2021-04-01,Very small,Lista ativa
36485363000101,2022-01-01,Small,Lista ativa
36497207000160,2020-10-01,Small,Passiva mkt
36505953000159,2022-07-01,Middle,Lista ativa
36540979000138,2021-04-01,Large,Lista ativa
36694674000180,2020-07-01,Very small,Lista ativa
36697041000126,2020-06-01,Very small,Passiva mkt
36710392000120,2022-10-01,Small,Lista ativa
36718061000136,2018-10-01,Small,Indicação
36720583000172,2022-03-01,Small,Passiva mkt
36744435000198,2022-06-01,Very Small,Evento
36826752000153,2020-08-01,Very small,Passiva mkt
36941317000170,2021-06-01,Small,Indicação
36949470000143,2022-05-01,Small,Lista ativa
36987888000145,2022-03-01,Very small,Passiva mkt
37009428000105,2022-07-01,Middle,Lista ativa
37058841000160,2021-10-01,Very small,Evento
37063851000193,2021-05-01,Small,Passiva mkt
37071313000140,2022-01-01,Middle,Lista ativa
37074356000180,2021-03-01,Very small,Passiva mkt
37092591000184,2020-08-01,Very small,Lista ativa
37107576000162,2020-11-01,Very small,Lista ativa
37133132000100,2022-07-01,Small,Evento
37152540000109,2022-04-01,Small,Links patrocinados
37153549000126,2022-02-01,Small,Passiva mkt
37227132000160,2021-08-01,Very small,Lista ativa
37241071000196,2022-05-01,Small,Lista ativa
37256340000198,2021-06-01,Very Small,Links patrocinados
37258115000190,2022-06-01,Very Small,Lista ativa
37258506000105,2019-11-01,Large,Evento
37263487000105,2021-03-01,Middle,Passiva mkt
37281974000109,2021-11-01,Very small,Lista ativa
37357079000112,2021-09-01,Middle,Passiva mkt
37369430000195,2022-09-01,Middle,Lista ativa
37370840000156,2021-08-01,Very small,Evento
37409180000170,2021-05-01,Small,Lista ativa
37427038000155,2022-06-01,Middle,Passiva mkt
37456158000180,2022-08-01,Small,Lista ativa
37469544000107,2022-05-01,Middle,Lista ativa
37488054000158,2022-03-01,Small,Lista ativa
37499658000108,2020-08-01,Small,Passiva mkt
37509798000101,2021-11-01,Small,Passiva mkt
37510694000117,2021-06-01,Middle,Evento
37527552000162,2020-08-01,Middle,Lista ativa
37545051000109,2022-03-01,Small,Lista ativa
37586052000100,2021-11-01,Very Small,Indicação
37609414000122,2022-07-01,Very Small,Passiva mkt
37668296000123,2022-01-01,Very Small,Lista ativa
37740515000138,2022-03-01,Very Small,Lista ativa
37787409000100,2022-05-01,Very Small,Lista ativa
37849326000106,2021-08-01,Very Small,Links patrocinados
37873590000177,2022-03-01,Small,Lista ativa
37904338000188,2021-01-01,Small,Lista ativa
37910277000161,2022-10-01,Middle,Lista ativa
37911103000113,2021-08-01,Very small,Passiva mkt
37950439000195,2020-09-01,Small,Lista ativa
37970268000166,2021-02-01,Small,Evento
37997366000197,2022-05-01,Very small,Indicação
38001661000104,2021-06-01,Small,Lista ativa
38008685000195,2022-09-01,Very Small,Lista ativa
38029913000103,2020-08-01,Small,Indicação
38041675000151,2022-09-01,Very small,Lista ativa
38045664000140,2021-09-01,Small,Passiva mkt
38059699000138,2022-07-01,Small,Indicação
38184937000137,2021-01-01,Very Small,Passiva mkt
38212792000130,2020-10-01,Very small,Passiva mkt
38308116000165,2022-06-01,Large,Passiva mkt
38314072000186,2022-02-01,Very Small,Passiva mkt
38323227000140,2022-01-01,Large,Lista ativa
38416972000134,2022-07-01,Very Small,Passiva mkt
38484651000177,2021-10-01,Small,Lista ativa
38655195000180,2021-12-01,Small,Evento
38711960000132,2021-12-01,Middle,Lista ativa
38829443000162,2021-03-01,Small,Indicação
38945876000183,2021-02-01,Small,Passiva mkt
39155649000117,2018-07-01,Small,Indicação
39158212000137,2021-02-01,Small,Passiva mkt
39272839000114,2021-12-01,Very small,Lista ativa
39280908000131,2022-10-01,Very Small,Lista ativa
39360145000139,2021-01-01,Small,Lista ativa
39469454000141,2022-03-01,Small,Lista ativa
39473758000182,2021-07-01,Middle,Links patrocinados
39521458000121,2021-07-01,Middle,Lista ativa
39591489000159,2021-08-01,Very small,Lista ativa
39599878000120,2022-09-01,Very small,Indicação
39602142000164,2021-06-01,Small,Lista ativa
39661587000115,2021-12-01,Middle,Indicação
39664518000165,2021-07-01,Small,Passiva mkt
39676329000102,2021-07-01,Very Small,Passiva mkt
39778321000157,2021-01-01,Very small,Lista ativa
39780645000120,2021-02-01,Small,Lista ativa
39821062000108,2022-08-01,Very small,Passiva mkt
39890861000128,2021-11-01,Small,Lista ativa
39909691000186,2022-08-01,Very small,Lista ativa
39995556000109,2022-10-01,Middle,Lista ativa
40051998000178,2022-02-01,Small,Passiva mkt
40056976000109,2022-09-01,Middle,Lista ativa
40083699000115,2021-01-01,Small,Lista ativa
40087992000150,2021-04-01,Small,Indicação
40102934000159,2021-02-01,Small,Lista ativa
40126381000174,2021-01-01,Middle,Indicação
40146473000116,2021-12-01,Small,Passiva mkt
40202074000125,2021-09-01,Very Small,Lista ativa
40207384000132,2021-10-01,Middle,Lista ativa
40241658000100,2022-06-01,Small,Passiva mkt
40302581000130,2021-06-01,Middle,Lista ativa
40344893000107,2022-01-01,Large,Lista ativa
40448974000157,2022-07-01,Very Small,Indicação
40463403000191,2022-02-01,Very small,Passiva mkt
40582557000100,2021-03-01,Very Small,Lista ativa
40666677000188,2021-07-01,Small,Passiva mkt
40810329000132,2021-08-01,Very small,Lista ativa
40858488000107,2021-09-01,Very Small,Lista ativa
40864737000177,2021-10-01,Middle,Lista ativa
40891799000178,2022-05-01,Very Small,Passiva mkt
41004235000139,2021-02-01,Small,Passiva mkt
41009500000171,2021-05-01,Small,Links patrocinados
41145430000189,2021-08-01,Very small,Links patrocinados
41199627000109,2021-09-01,Middle,Lista ativa
41240248000107,2021-09-01,Very small,Passiva mkt
41319382000106,2022-03-01,Very small,Passiva mkt
41368249000131,2020-04-01,Small,Indicação
41402741000186,2021-04-01,Very Small,Passiva mkt
41534692000135,2021-11-01,Small,Lista ativa
41742788000199,2021-10-01,Very small,Indicação
41746746000126,2022-07-01,Small,Evento
41767712000118,2022-06-01,Small,Passiva mkt
41772957000133,2022-10-01,Very small,Lista ativa
41862828000136,2022-02-01,Small,Passiva mkt
41944866000138,2022-05-01,Very Small,Lista ativa
42122035000143,2021-11-01,Very Small,Links patrocinados
42169781000192,2021-10-01,Small,Links patrocinados
42185385000159,2021-03-01,Middle,Lista ativa
42269350000106,2021-10-01,Middle,Passiva mkt
42272856000166,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
42296945000142,2022-03-01,Very small,Lista ativa
42325592000161,2022-07-01,Small,Passiva mkt
42383212000145,2022-10-01,Small,Lista ativa
42412343000103,2022-05-01,Middle,Passiva mkt
42444736000107,2022-07-01,Very Small,Passiva mkt
42521503000152,2022-08-01,Very small,Passiva mkt
42584695000146,2021-07-01,Small,Links patrocinados
42700473000141,2021-09-01,Middle,Passiva mkt
42708864000102,2022-04-01,Small,Passiva mkt
42888115000104,2022-05-01,Very Small,Passiva mkt
42912077000188,2022-06-01,Small,Indicação
42914408000119,2021-06-01,Small,Lista ativa
42955572000174,2022-02-01,Middle,Lista ativa
43095468000110,2021-12-01,Small,Passiva mkt
43187914000116,2021-12-01,Middle,Passiva mkt
43251230000136,2022-07-01,Middle,Lista ativa
43325703000283,2018-08-01,Middle,Indicação
43468273000178,2022-06-01,Large,Links patrocinados
43548622000161,2022-10-01,Very small,Lista ativa
43659430000122,2021-10-01,Very Small,Lista ativa
43763345000100,2021-12-01,Large,Lista ativa
44042087000135,2022-03-01,Small,Passiva mkt
44315919000140,2022-01-01,Large,Passiva mkt
44329102000120,2021-11-01,Small,Indicação
44580370000110,2022-02-01,Very Small,Passiva mkt
44673257000180,2022-07-01,Small,Indicação
44743143000169,2022-04-01,Small,Lista ativa
44747055000135,2022-07-01,Middle,Lista ativa
44850473000153,2022-08-01,Small,Passiva mkt
44914992000138,2019-12-01,Middle,Lista ativa
44934513000145,2022-09-01,Middle,Lista ativa
45238123000101,2022-06-01,Small,Lista ativa
45907352000163,2022-04-01,Small,Lista ativa
45990181000189,2022-04-01,Large,Evento
46084247000134,2022-10-01,Middle,Lista ativa
46654158000186,2021-09-01,Very small,Evento
47088059000147,2020-08-01,Very small,Lista ativa
47089438000151,2021-08-01,Small,Lista ativa
47539162000166,2022-08-01,Small,Passiva mkt
47827415000105,2019-11-01,SEM PORTE DEFINIDO,Lista ativa
47934792000135,2022-10-01,Middle,Lista ativa
49385339000142,2022-10-01,Small,Lista ativa
50268838000139,2022-05-01,Middle,Lista ativa
50276237000178,2022-01-01,Large,Lista ativa
50708577000120,2020-03-01,Very small,Lista ativa
50737766000121,2019-03-01,Middle,Lista ativa
50837012000143,2021-06-01,Middle,Lista ativa
50856251000140,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
50934397000167,2021-04-01,Large,Passiva mkt
50956911000165,2019-04-01,Middle,Lista ativa
51224830000133,2021-03-01,Middle,Lista ativa
53945507000184,2017-05-01,SEM PORTE DEFINIDO,Lista ativa
53967360000123,2022-07-01,Middle,Lista ativa
54517628003375,2021-11-01,Small,Lista ativa
54675251000103,2021-11-01,Small,Lista ativa
55334098000105,2021-07-01,Small,Lista ativa
55752315000187,2021-12-01,Middle,Lista ativa
55972954000158,2021-07-01,Very small,Lista ativa
56080765000133,2021-06-01,Small,Lista ativa
56098742000156,2019-02-01,Middle,Passiva mkt
56277197000165,2019-11-01,Middle,Lista ativa
56936107000109,2021-12-01,Middle,Lista ativa
56939333000135,2021-04-01,Small,Evento
57067514000181,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
57158057000130,2020-08-01,Middle,Lista ativa
57307613000193,2018-11-01,Small,Passiva mkt
57610149000100,2021-06-01,Small,Lista ativa
57809089000159,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
58177643000195,2022-03-01,Middle,Lista ativa
58802992000150,2022-02-01,Small,Lista ativa
59087593000118,2022-08-01,Very Small,Lista ativa
59272914000154,2021-01-01,Small,Lista ativa
59678458000228,2022-02-01,Small,Lista ativa
60104007000185,2022-04-01,Small,Lista ativa
60370947000116,2020-10-01,Middle,Lista ativa
60642774000148,2021-03-01,Large,Lista ativa
60961968000106,2021-01-01,Large,Passiva mkt
61216867000173,2021-04-01,Middle,Passiva mkt
61244034000116,2021-06-01,Large,Lista ativa
61413852000103,2021-02-01,Small,Lista ativa
61533949000141,2019-06-01,Large,Evento
62224886000104,2021-01-01,Very Small,Lista ativa
62559695000101,2022-08-01,Small,Lista ativa
62601489000104,2021-05-01,Large,Evento
62700455000177,2022-06-01,Middle,Lista ativa
62771316000134,2021-05-01,Middle,Lista ativa
63002976000113,2021-10-01,Middle,Evento
63027692000181,2021-03-01,Middle,Lista ativa
63542443000124,2017-08-01,Large,Passiva mkt
63542443000124,2017-08-01,SEM PORTE DEFINIDO,Lista ativa
64728561000194,2021-07-01,Middle,Lista ativa
65187908000100,2022-05-01,Middle,Lista ativa
65414476000114,2017-02-01,Middle,Evento
65469850000189,2022-08-01,Small,Passiva mkt
65500886000188,2021-10-01,Small,Lista ativa
65993339000181,2022-10-01,Middle,Lista ativa
66065129000196,2021-01-01,Middle,Lista ativa
66181355000132,2018-07-01,SEM PORTE DEFINIDO,Lista ativa
66410523000114,2021-12-01,Small,Lista ativa
66646795001190,2021-06-01,Small,Lista ativa
66895228000103,2022-01-01,Middle,Indicação
67201640000130,2022-05-01,Middle,Evento
67204388000113,2020-12-01,Middle,Lista ativa
68312032000166,2021-09-01,Middle,Passiva mkt
68357615000103,2022-03-01,Middle,Indicação
68644772000108,2022-04-01,Very Small,Lista ativa
68827450000196,2022-05-01,Middle,Lista ativa
68929215000125,2022-05-01,Middle,Lista ativa
68994284000112,2022-09-01,Middle,Lista ativa
69346856000110,2021-03-01,Small,Links patrocinados
69901460000197,2018-08-01,SEM PORTE DEFINIDO,Lista ativa
71208516000174,2021-03-01,Large,Lista ativa
71225700000122,2021-04-01,Middle,Lista ativa
71504328000193,2022-01-01,Small,Lista ativa
71927685000164,2020-08-01,Small,Lista ativa
71985014000150,2021-06-01,Middle,Passiva mkt
72105745000126,2019-03-01,Very small,Lista ativa
72559297000130,2021-08-01,Middle,Lista ativa
72626187000144,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
73248858000143,2017-04-01,SEM PORTE DEFINIDO,Lista ativa
73550121000180,2021-01-01,Small,Links patrocinados
73641771000131,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
73836512000166,2021-06-01,Small,Indicação
73845786000111,2021-05-01,Small,Passiva mkt
73911406000108,2019-09-01,Small,Evento
74006115000120,2020-01-01,SEM PORTE DEFINIDO,Lista ativa
74056615000176,2021-10-01,Very small,Lista ativa
74529801000185,2021-03-01,Small,Evento
75106955000127,2022-08-01,Middle,Lista ativa
75149989000107,2020-03-01,Small,Lista ativa
75290122000169,2017-12-01,Middle,Lista ativa
76530047000129,2022-04-01,Large,Evento
76556760000141,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
76583004000101,2018-05-01,Small,Indicação
76649169000139,2021-07-01,Middle,Lista ativa
76823327000125,2022-04-01,Small,Lista ativa
77424992000290,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
77821940000257,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
78534674000163,2021-04-01,Large,Evento
78881414000164,2021-07-01,Middle,Lista ativa
79011862000170,2022-06-01,Middle,Lista ativa
79251344000123,2020-01-01,Small,Passiva mkt
79416541000155,2022-01-01,Middle,Lista ativa
79500385000106,2019-01-01,Middle,Lista ativa
79678884000198,2021-11-01,Very small,Passiva mkt
80349525000176,2020-10-01,Very small,Passiva mkt
80680093000181,2019-01-01,Large,Lista ativa
80750714000156,2022-05-01,Small,Lista ativa
81117368000136,2021-11-01,Middle,Evento
81329823000167,2022-06-01,Middle,Passiva mkt
81768905000108,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
82156209000103,2022-02-01,Middle,Indicação
82278953000180,2018-11-01,SEM PORTE DEFINIDO,Lista ativa
82523317000177,2020-06-01,Middle,Lista ativa
82604042000104,2021-04-01,Middle,Lista ativa
82624776000147,2019-10-01,Large,Lista ativa
82845322000104,2015-09-01,Large,Lista ativa
82982307000108,2021-04-01,Middle,Indicação
83055855000147,2022-04-01,Small,Lista ativa
83066118000140,2022-02-01,Small,Passiva mkt
83191510000110,2022-07-01,Small,Indicação
83472803000176,2019-01-01,Middle,Lista ativa
83720110000155,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
83802215000153,2022-08-01,Middle,Lista ativa
83861906000128,2018-12-01,Very small,Evento
83920215000158,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
84683481000177,2022-03-01,Large,Evento
85092203000108,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
85139970000125,2017-01-01,SEM PORTE DEFINIDO,Lista ativa
85189884000127,2019-03-01,Middle,Lista ativa
85192599000165,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
85203925000192,2021-01-01,Middle,Lista ativa
85235430000145,2020-02-01,Middle,Lista ativa
85274306000199,2018-11-01,Middle,Lista ativa
85296762000130,2020-09-01,Small,Evento
85303261000133,2018-03-01,SEM PORTE DEFINIDO,Lista ativa
86703337000180,2020-11-01,Large,Lista ativa
86735925000104,2022-09-01,Small,Lista ativa
87288940000297,2021-05-01,Large,Lista ativa
87456562003300,2022-09-01,Large,Lista ativa
87704128000114,2020-02-01,Middle,Lista ativa
88104047000146,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
89171201000165,2022-01-01,Middle,Lista ativa
89685291000102,2021-10-01,Small,Lista ativa
90094863000168,2020-08-01,Small,Passiva mkt
90397522000161,2021-08-01,Small,Passiva mkt
90983636000193,2022-02-01,Middle,Lista ativa
91504514000130,2021-04-01,Small,Passiva mkt
92102433000176,2021-09-01,Middle,Lista ativa
92225259000159,2021-10-01,Middle,Lista ativa
92306257000780,2021-08-01,Large,Lista ativa
92315332000183,2021-05-01,Middle,Lista ativa
92706191000120,2020-08-01,Middle,Lista ativa
93101632000122,2021-09-01,Middle,Lista ativa
93578813000144,2022-04-01,Large,Lista ativa
93894954000508,2021-06-01,Middle,Lista ativa
94465069000134,2021-11-01,Small,Evento
94558962000457,2021-05-01,Small,Lista ativa
95806048000106,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
97528102000116,2020-07-01,Middle,Passiva mkt
