cnpj,data_base,mes,logo
27914424000118,2019-08-01,18,1
27914424000118,2019-08-01,19,1
27914424000118,2019-08-01,20,1
27914424000118,2019-08-01,21,1
27914424000118,2019-08-01,22,1
27914424000118,2019-08-01,23,1
27914424000118,2019-08-01,24,1
27914424000118,2019-08-01,25,1
27914424000118,2019-08-01,26,1
27914424000118,2019-08-01,27,1
27914424000118,2019-08-01,28,1
27914424000118,2019-08-01,29,1
27914424000118,2019-08-01,30,1
27914424000118,2019-08-01,31,1
27914424000118,2019-08-01,32,1
27914424000118,2019-08-01,33,1
27914424000118,2019-08-01,34,1
27914424000118,2019-08-01,35,1
27914424000118,2019-08-01,36,1
27914424000118,2019-08-01,37,1
27914424000118,2019-08-01,38,1
27914424000118,2019-08-01,39,1
27914424000118,2019-08-01,40,1
27915735000100,2019-02-01,1,1
27915735000100,2019-02-01,2,1
27916513000101,2022-06-01,1,1
27916513000101,2022-06-01,2,1
27916513000101,2022-06-01,3,1
27916513000101,2022-06-01,4,1
27916513000101,2022-06-01,5,1
27924363000170,2021-03-01,1,1
27924363000170,2021-03-01,2,1
27924363000170,2021-03-01,3,1
27924363000170,2021-03-01,4,1
27924363000170,2021-03-01,5,1
27924363000170,2021-03-01,6,1
27924363000170,2021-03-01,7,1
27924363000170,2021-03-01,8,1
27924363000170,2021-03-01,9,1
27924363000170,2021-03-01,10,1
27924363000170,2021-03-01,11,1
27924363000170,2021-03-01,12,1
27924363000170,2021-03-01,13,1
27959617000195,2021-08-01,1,1
27971567000161,2022-07-01,1,1
27971567000161,2022-07-01,2,1
27971567000161,2022-07-01,3,1
27971567000161,2022-07-01,4,1
27977655000170,2020-08-01,1,1
27977655000170,2020-08-01,2,1
27977655000170,2020-08-01,3,1
27977655000170,2020-08-01,4,1
27977655000170,2020-08-01,5,1
27995577000137,2022-08-01,1,1
27995577000137,2022-08-01,2,1
27995577000137,2022-08-01,3,1
28001783000147,2019-10-01,1,1
28001783000147,2019-10-01,2,1
28001783000147,2019-10-01,3,1
28001783000147,2019-10-01,4,1
28001783000147,2019-10-01,5,1
28001783000147,2019-10-01,6,1
28013214000111,2022-04-01,1,1
28013214000111,2022-04-01,2,1
28013214000111,2022-04-01,3,1
28013214000111,2022-04-01,4,1
28013214000111,2022-04-01,5,1
28013214000111,2022-04-01,6,1
28013214000111,2022-04-01,7,1
28030362000144,2019-06-01,1,1
28030362000144,2019-06-01,2,1
28030362000144,2019-06-01,3,1
28030362000144,2019-06-01,4,1
28030362000144,2019-06-01,5,1
28030362000144,2019-06-01,6,1
28030362000144,2019-06-01,7,1
28030362000144,2019-06-01,8,1
28030362000144,2019-06-01,9,1
28030362000144,2019-06-01,10,1
28030362000144,2019-06-01,11,1
28030362000144,2019-06-01,12,1
28030362000144,2019-06-01,13,1
28030362000144,2019-06-01,14,1
28030362000144,2019-06-01,15,1
28030362000144,2019-06-01,16,1
28030362000144,2019-06-01,17,1
28030362000144,2019-06-01,18,1
28047917000160,2021-06-01,1,1
28047917000160,2021-06-01,2,1
28047917000160,2021-06-01,3,1
28047917000160,2021-06-01,4,1
28047917000160,2021-06-01,5,1
28047917000160,2021-06-01,6,1
28047917000160,2021-06-01,7,1
28047917000160,2021-06-01,8,1
28047917000160,2021-06-01,9,1
28047917000160,2021-06-01,10,1
28047917000160,2021-06-01,11,1
28047917000160,2021-06-01,12,1
28047917000160,2021-06-01,13,1
28047917000160,2021-06-01,14,1
28080072000105,2019-05-01,1,1
28080072000105,2019-05-01,2,1
28080072000105,2019-05-01,3,1
28080072000105,2019-05-01,4,1
28080072000105,2019-05-01,5,1
28094114000167,2021-05-01,1,1
28094114000167,2021-05-01,2,1
28094114000167,2021-05-01,3,1
28115607000136,2018-11-01,1,1
28115607000136,2018-11-01,2,1
28115607000136,2018-11-01,3,1
28115607000136,2018-11-01,4,1
28115607000136,2018-11-01,5,1
28115607000136,2018-11-01,6,1
28115607000136,2018-11-01,7,1
28115607000136,2018-11-01,8,1
28115607000136,2018-11-01,9,1
28115607000136,2018-11-01,10,1
28115607000136,2018-11-01,11,1
28115607000136,2018-11-01,12,1
28115607000136,2018-11-01,13,1
28115607000136,2018-11-01,14,1
28115607000136,2018-11-01,15,1
28115607000136,2018-11-01,16,1
28115607000136,2018-11-01,17,1
28115607000136,2018-11-01,18,1
28115607000136,2018-11-01,19,1
28115607000136,2018-11-01,20,1
28115607000136,2018-11-01,21,1
28140540000190,2022-06-01,1,1
28140540000190,2022-06-01,2,1
28140540000190,2022-06-01,3,1
28140540000190,2022-06-01,4,1
28140540000190,2022-06-01,5,1
28193385000170,2018-10-01,1,1
28193385000170,2018-10-01,2,1
28193385000170,2018-10-01,3,1
28193385000170,2018-10-01,4,1
28193385000170,2018-10-01,5,1
28193385000170,2018-10-01,6,1
28195956000105,2021-11-01,1,1
28195956000105,2021-11-01,2,1
28195956000105,2021-11-01,3,1
28195956000105,2021-11-01,4,1
28195956000105,2021-11-01,5,1
28195956000105,2021-11-01,6,1
28195956000105,2021-11-01,7,1
28195956000105,2021-11-01,8,1
28195956000105,2021-11-01,9,1
28195956000105,2021-11-01,10,1
28195956000105,2021-11-01,11,1
28195956000105,2021-11-01,12,1
28200071000157,2022-05-01,1,1
28200071000157,2022-05-01,2,1
28200071000157,2022-05-01,3,1
28200071000157,2022-05-01,4,1
28200071000157,2022-05-01,5,1
28200071000157,2022-05-01,6,1
28208230000160,2021-11-01,1,1
28208230000160,2021-11-01,2,1
28208230000160,2021-11-01,3,1
28208230000160,2021-11-01,4,1
28208230000160,2021-11-01,5,1
28208230000160,2021-11-01,6,1
28208230000160,2021-11-01,7,1
28208230000160,2021-11-01,8,1
28208230000160,2021-11-01,9,1
28208230000160,2021-11-01,10,1
28208230000160,2021-11-01,11,1
28208230000160,2021-11-01,12,1
28232454000107,2021-10-01,1,1
28232454000107,2021-10-01,2,1
28232454000107,2021-10-01,3,1
28232454000107,2021-10-01,4,1
28232454000107,2021-10-01,5,1
28232454000107,2021-10-01,6,1
28233933000148,2019-02-01,1,1
28233933000148,2019-02-01,2,1
28233933000148,2019-02-01,3,1
28233933000148,2019-02-01,4,1
28233933000148,2019-02-01,5,1
28233933000148,2019-02-01,6,1
28233933000148,2019-02-01,7,1
28233933000148,2019-02-01,8,1
28233933000148,2019-02-01,9,1
28233933000148,2019-02-01,10,1
28233933000148,2019-02-01,11,1
28233933000148,2019-02-01,12,1
28233933000148,2019-02-01,13,1
28233933000148,2019-02-01,14,1
28233933000148,2019-02-01,15,1
28233933000148,2019-02-01,16,1
28233933000148,2019-02-01,17,1
28233933000148,2019-02-01,18,1
28233933000148,2019-02-01,19,1
28233933000148,2019-02-01,20,1
28233933000148,2019-02-01,21,1
28233933000148,2019-02-01,22,1
28233933000148,2019-02-01,23,1
28233933000148,2019-02-01,24,1
28233933000148,2019-02-01,25,1
28233933000148,2019-02-01,26,1
28233933000148,2019-02-01,27,1
28233933000148,2019-02-01,28,1
28233933000148,2019-02-01,29,1
28236260000180,2019-02-01,1,1
28236260000180,2019-02-01,2,1
28236260000180,2019-02-01,3,1
28236260000180,2019-02-01,4,1
28243380000104,2021-06-01,1,1
28243380000104,2021-06-01,2,1
28243380000104,2021-06-01,3,1
28243380000104,2021-06-01,4,1
28243380000104,2021-06-01,5,1
28243380000104,2021-06-01,6,1
28243380000104,2021-06-01,7,1
28243380000104,2021-06-01,8,1
28243380000104,2021-06-01,9,1
28297049000177,2020-03-01,1,1
28297049000177,2020-03-01,2,1
28297049000177,2020-03-01,3,1
28297049000177,2020-03-01,4,1
28297049000177,2020-03-01,5,1
28297049000177,2020-03-01,6,1
28297049000177,2020-03-01,7,1
28297049000177,2020-03-01,8,1
28297049000177,2020-03-01,9,1
28297049000177,2020-03-01,10,1
28303835000130,2021-02-01,1,1
28303835000130,2021-02-01,2,1
28303835000130,2021-02-01,3,1
28303835000130,2021-02-01,4,1
28315087000105,2021-10-01,1,1
28315087000105,2021-10-01,2,1
28315087000105,2021-10-01,3,1
28315087000105,2021-10-01,4,1
28315087000105,2021-10-01,5,1
28315087000105,2021-10-01,6,1
28315087000105,2021-10-01,7,1
28315087000105,2021-10-01,8,1
28315087000105,2021-10-01,9,1
28315087000105,2021-10-01,10,1
28315087000105,2021-10-01,11,1
28315087000105,2021-10-01,12,1
28315087000105,2021-10-01,13,1
28322991000148,2021-09-01,1,1
28322991000148,2021-09-01,2,1
28322991000148,2021-09-01,3,1
28322991000148,2021-09-01,4,1
28322991000148,2021-09-01,5,1
28322991000148,2021-09-01,6,1
28332261000128,2019-07-01,1,1
28332261000128,2019-07-01,2,1
28332261000128,2019-07-01,3,1
28358742000102,2021-06-01,1,1
28358742000102,2021-06-01,2,1
28358742000102,2021-06-01,3,1
28358742000102,2021-06-01,4,1
28358742000102,2021-06-01,5,1
28358742000102,2021-06-01,6,1
28358742000102,2021-06-01,7,1
28358742000102,2021-06-01,8,1
28358742000102,2021-06-01,9,1
28360182000120,2020-06-01,1,1
28360182000120,2020-06-01,2,1
28360182000120,2020-06-01,3,1
28360182000120,2020-06-01,4,1
28360182000120,2020-06-01,5,1
28360182000120,2020-06-01,6,1
28360182000120,2020-06-01,7,1
28360182000120,2020-06-01,8,1
28360182000120,2020-06-01,9,1
28360182000120,2020-06-01,10,1
28360182000120,2020-06-01,11,1
28360182000120,2020-06-01,12,1
28360182000120,2020-06-01,13,1
28364482000188,2019-03-01,1,1
28364482000188,2019-03-01,2,1
28364482000188,2019-03-01,3,1
28376254000128,2020-05-01,1,1
28376254000128,2020-05-01,2,1
28376254000128,2020-05-01,3,1
28376254000128,2020-05-01,4,1
28376254000128,2020-05-01,5,1
28376254000128,2020-05-01,6,1
28376254000128,2020-05-01,7,1
28376254000128,2020-05-01,8,1
28376254000128,2020-05-01,9,1
28376254000128,2020-05-01,10,1
28376254000128,2020-05-01,11,1
28376254000128,2020-05-01,12,1
28376254000128,2020-05-01,13,1
28376254000128,2020-05-01,14,1
28376254000128,2020-05-01,15,1
28376254000128,2020-05-01,16,1
28376254000128,2020-05-01,17,1
28376254000128,2020-05-01,18,1
28376254000128,2020-05-01,19,1
28376254000128,2020-05-01,20,1
28376254000128,2020-05-01,21,1
28376254000128,2020-05-01,22,1
28376254000128,2020-05-01,23,1
28376254000128,2020-05-01,24,1
28376254000128,2020-05-01,25,1
28404805000110,2020-04-01,1,1
28404805000110,2020-04-01,2,1
28417916000160,2020-09-01,1,1
28417916000160,2020-09-01,2,1
28417916000160,2020-09-01,3,1
28417916000160,2020-09-01,4,1
28417916000160,2020-09-01,5,1
28417916000160,2020-09-01,6,1
28417916000160,2020-09-01,7,1
28417916000160,2020-09-01,8,1
28417916000160,2020-09-01,9,1
28417916000160,2020-09-01,10,1
28418071000128,2019-05-01,1,1
28418071000128,2019-05-01,2,1
28418071000128,2019-05-01,3,1
28418071000128,2019-05-01,4,1
28418071000128,2019-05-01,5,1
28418071000128,2019-05-01,6,1
28418071000128,2019-05-01,7,1
28418071000128,2019-05-01,8,1
28418071000128,2019-05-01,9,1
28442334000134,2021-10-01,1,1
28442334000134,2021-10-01,2,1
28442334000134,2021-10-01,3,1
28474999000120,2022-02-01,1,1
28474999000120,2022-02-01,2,1
28474999000120,2022-02-01,3,1
28474999000120,2022-02-01,4,1
28474999000120,2022-02-01,5,1
28482233000197,2020-06-01,1,1
28482233000197,2020-06-01,2,1
28482233000197,2020-06-01,3,1
28482233000197,2020-06-01,4,1
28482233000197,2020-06-01,5,1
28482233000197,2020-06-01,6,1
28518079000166,2020-09-01,1,1
28518079000166,2020-09-01,2,1
28518079000166,2020-09-01,3,1
28518079000166,2020-09-01,4,1
28518079000166,2020-09-01,5,1
28518079000166,2020-09-01,6,1
28518079000166,2020-09-01,7,1
28518079000166,2020-09-01,8,1
28559314000148,2021-10-01,1,1
28559314000148,2021-10-01,2,1
28559314000148,2021-10-01,3,1
28559314000148,2021-10-01,4,1
28559314000148,2021-10-01,5,1
28559314000148,2021-10-01,6,1
28559314000148,2021-10-01,7,1
28559314000148,2021-10-01,8,1
28559314000148,2021-10-01,9,1
28559314000148,2021-10-01,10,1
28559314000148,2021-10-01,11,1
28559314000148,2021-10-01,12,1
28559314000148,2021-10-01,13,1
28567713000150,2018-10-01,1,1
28567713000150,2018-10-01,2,1
28567713000150,2018-10-01,3,1
28567713000150,2018-10-01,4,1
28567713000150,2018-10-01,5,1
28610212000100,2022-05-01,1,1
28610212000100,2022-05-01,2,1
28610212000100,2022-05-01,3,1
28610212000100,2022-05-01,4,1
28610212000100,2022-05-01,5,1
28610212000100,2022-05-01,6,1
28612816000195,2022-05-01,1,1
28612816000195,2022-05-01,2,1
28612816000195,2022-05-01,3,1
28612816000195,2022-05-01,4,1
28612816000195,2022-05-01,5,1
28612816000195,2022-05-01,6,1
28620040000155,2021-03-01,1,1
28620040000155,2021-03-01,2,1
28620040000155,2021-03-01,3,1
28620040000155,2021-03-01,4,1
28620040000155,2021-03-01,5,1
28620040000155,2021-03-01,6,1
28620040000155,2021-03-01,7,1
28620040000155,2021-03-01,8,1
28620040000155,2021-03-01,9,1
28620040000155,2021-03-01,10,1
28620040000155,2021-03-01,11,1
28620040000155,2021-03-01,12,1
28620040000155,2021-03-01,13,1
28620040000155,2021-03-01,14,1
28620040000155,2021-03-01,15,1
28620040000155,2021-03-01,16,1
28620040000155,2021-03-01,17,1
28620040000155,2021-03-01,18,1
28620040000155,2021-03-01,19,1
28620040000155,2021-03-01,20,1
28620729000180,2021-02-01,1,1
28620729000180,2021-02-01,2,1
28620729000180,2021-02-01,3,1
28620729000180,2021-02-01,4,1
28626100000147,2021-02-01,1,1
28626100000147,2021-02-01,2,1
28631985000172,2020-06-01,1,1
28631985000172,2020-06-01,2,1
28631985000172,2020-06-01,3,1
28631985000172,2020-06-01,4,1
28631985000172,2020-06-01,5,1
28631985000172,2020-06-01,6,1
28631985000172,2020-06-01,7,1
28631985000172,2020-06-01,8,1
28631985000172,2020-06-01,9,1
28631985000172,2020-06-01,10,1
28631985000172,2020-06-01,11,1
28661893000135,2022-06-01,1,1
28663927000120,2021-08-01,1,1
28663927000120,2021-08-01,2,1
28665766000104,2020-07-01,1,1
28665766000104,2020-07-01,2,1
28665766000104,2020-07-01,3,1
28665766000104,2020-07-01,4,1
28665766000104,2020-07-01,5,1
28665766000104,2020-07-01,6,1
28665766000104,2020-07-01,7,1
28665766000104,2020-07-01,8,1
28665766000104,2020-07-01,9,1
28665766000104,2020-07-01,10,1
28665766000104,2020-07-01,11,1
28665766000104,2020-07-01,12,1
28675125000130,2020-08-01,1,1
28675125000130,2020-08-01,2,1
28675125000130,2020-08-01,3,1
28675125000130,2020-08-01,4,1
28675125000130,2020-08-01,5,1
28675125000130,2020-08-01,6,1
28675125000130,2020-08-01,7,1
28675125000130,2020-08-01,8,1
28675125000130,2020-08-01,9,1
28675125000130,2020-08-01,10,1
28675125000130,2020-08-01,11,1
28675125000130,2020-08-01,12,1
28675125000130,2020-08-01,13,1
28675125000130,2020-08-01,14,1
28675125000130,2020-08-01,15,1
28675125000130,2020-08-01,16,1
28675125000130,2020-08-01,17,1
28718740000187,2022-07-01,1,1
28718740000187,2022-07-01,2,1
28718740000187,2022-07-01,3,1
28718740000187,2022-07-01,4,1
28720566000107,2018-12-01,1,1
28720566000107,2018-12-01,2,1
28720566000107,2018-12-01,3,1
28720566000107,2018-12-01,4,1
28720566000107,2018-12-01,5,1
28720566000107,2018-12-01,6,1
28720566000107,2018-12-01,7,1
28720566000107,2018-12-01,8,1
28720566000107,2018-12-01,9,1
28720566000107,2018-12-01,10,1
28720566000107,2018-12-01,11,1
28720566000107,2018-12-01,12,1
28720566000107,2018-12-01,13,1
28720566000107,2018-12-01,14,1
28720566000107,2018-12-01,15,1
28729110000108,2021-07-01,1,1
28729110000108,2021-07-01,2,1
28729110000108,2021-07-01,3,1
28729110000108,2021-07-01,4,1
28729110000108,2021-07-01,5,1
28729110000108,2021-07-01,6,1
28729110000108,2021-07-01,7,1
28729110000108,2021-07-01,8,1
28729110000108,2021-07-01,9,1
28729110000108,2021-07-01,10,1
28729110000108,2021-07-01,11,1
28729110000108,2021-07-01,12,1
28729110000108,2021-07-01,13,1
28729110000108,2021-07-01,14,1
28729110000108,2021-07-01,15,1
28729110000108,2021-07-01,16,1
28738804000101,2021-11-01,1,1
28738804000101,2021-11-01,2,1
28738804000101,2021-11-01,3,1
28746443000145,2019-03-01,1,1
28746443000145,2019-03-01,2,1
28746443000145,2019-03-01,3,1
28746443000145,2019-03-01,4,1
28746443000145,2019-03-01,5,1
28746443000145,2019-03-01,6,1
28746443000145,2019-03-01,7,1
28746443000145,2019-03-01,8,1
28746443000145,2019-03-01,9,1
28746443000145,2019-03-01,10,1
28746443000145,2019-03-01,11,1
28746443000145,2019-03-01,12,1
28746443000145,2019-03-01,13,1
28746443000145,2019-03-01,14,1
28746443000145,2019-03-01,15,1
28746443000145,2019-03-01,16,1
28746443000145,2019-03-01,17,1
28746443000145,2019-03-01,18,1
28746443000145,2019-03-01,19,1
28747374000194,2022-08-01,1,1
28747374000194,2022-08-01,2,1
28747374000194,2022-08-01,3,1
28772370000166,2021-02-01,1,1
28772370000166,2021-02-01,2,1
28772370000166,2021-02-01,3,1
28772370000166,2021-02-01,4,1
28772370000166,2021-02-01,5,1
28772370000166,2021-02-01,6,1
28772370000166,2021-02-01,7,1
28772370000166,2021-02-01,8,1
28772370000166,2021-02-01,9,1
28772370000166,2021-02-01,10,1
28772370000166,2021-02-01,11,1
28772370000166,2021-02-01,12,1
28772370000166,2021-02-01,13,1
28772370000166,2021-02-01,14,1
28772370000166,2021-02-01,15,1
28772370000166,2021-02-01,16,1
28772370000166,2021-02-01,17,1
28772370000166,2021-02-01,18,1
28772370000166,2021-02-01,19,1
28772370000166,2021-02-01,20,1
28772370000166,2021-02-01,21,1
28811781000113,2021-03-01,1,1
28811781000113,2021-03-01,2,1
28811781000113,2021-03-01,3,1
28811781000113,2021-03-01,4,1
28811781000113,2021-03-01,5,1
28834626000112,2020-07-01,1,1
28834626000112,2020-07-01,2,1
28834626000112,2020-07-01,3,1
28834626000112,2020-07-01,4,1
28834626000112,2020-07-01,5,1
28841702000117,2018-05-01,1,1
28841702000117,2018-05-01,2,1
28841702000117,2018-05-01,3,1
28841702000117,2018-05-01,4,1
28841702000117,2018-05-01,5,1
28841702000117,2018-05-01,6,1
28841702000117,2018-05-01,7,1
28841702000117,2018-05-01,8,1
28844734000176,2019-10-01,1,1
28844734000176,2019-10-01,2,1
28844734000176,2019-10-01,3,1
28844734000176,2019-10-01,4,1
28844734000176,2019-10-01,5,1
28844734000176,2019-10-01,6,1
28844734000176,2019-10-01,7,1
28844734000176,2019-10-01,8,1
28844734000176,2019-10-01,9,1
28844734000176,2019-10-01,10,1
28845223000179,2021-02-01,1,1
28845223000179,2021-02-01,2,1
28845223000179,2021-02-01,3,1
28845223000179,2021-02-01,4,1
28845223000179,2021-02-01,5,1
28845223000179,2021-02-01,6,1
28845223000179,2021-02-01,7,1
28845223000179,2021-02-01,8,1
28845223000179,2021-02-01,9,1
28845223000179,2021-02-01,10,1
28873397000145,2022-01-01,1,1
28873397000145,2022-01-01,2,1
28873397000145,2022-01-01,3,1
28873397000145,2022-01-01,4,1
28873397000145,2022-01-01,5,1
28925799000146,2022-05-01,1,1
28925799000146,2022-05-01,2,1
28925799000146,2022-05-01,3,1
28925799000146,2022-05-01,4,1
28929707000104,2021-06-01,1,1
28929707000104,2021-06-01,2,1
28929707000104,2021-06-01,3,1
28929707000104,2021-06-01,4,1
28929707000104,2021-06-01,5,1
28929707000104,2021-06-01,6,1
28929707000104,2021-06-01,7,1
28929707000104,2021-06-01,8,1
28929707000104,2021-06-01,9,1
28929707000104,2021-06-01,10,1
28929707000104,2021-06-01,11,1
28929707000104,2021-06-01,12,1
28929707000104,2021-06-01,13,1
28929707000104,2021-06-01,14,1
28929707000104,2021-06-01,15,1
28929707000104,2021-06-01,16,1
28929707000104,2021-06-01,17,1
28932371000120,2021-09-01,1,1
28932371000120,2021-09-01,2,1
28932371000120,2021-09-01,3,1
28932371000120,2021-09-01,4,1
28932371000120,2021-09-01,5,1
28932371000120,2021-09-01,6,1
28932371000120,2021-09-01,7,1
28932371000120,2021-09-01,8,1
28941695000125,2018-07-01,1,1
28941695000125,2018-07-01,2,1
28941695000125,2018-07-01,3,1
28941695000125,2018-07-01,4,1
28941695000125,2018-07-01,5,1
28941695000125,2018-07-01,6,1
28941695000125,2018-07-01,7,1
28941695000125,2018-07-01,8,1
28941695000125,2018-07-01,9,1
28941695000125,2018-07-01,10,1
28941695000125,2018-07-01,11,1
28974818000124,2021-05-01,1,1
28974818000124,2021-05-01,2,1
28974818000124,2021-05-01,3,1
28974818000124,2021-05-01,4,1
28974818000124,2021-05-01,5,1
28985909000165,2022-04-01,1,1
28985909000165,2022-04-01,2,1
28985909000165,2022-04-01,3,1
28985909000165,2022-04-01,4,1
28985909000165,2022-04-01,5,1
28985909000165,2022-04-01,6,1
28985909000165,2022-04-01,7,1
29023506000106,2019-03-01,1,1
29023506000106,2019-03-01,2,1
29023506000106,2019-03-01,3,1
29023506000106,2019-03-01,4,1
29023506000106,2019-03-01,5,1
29023506000106,2019-03-01,6,1
29023506000106,2019-03-01,7,1
29023506000106,2019-03-01,8,1
29023506000106,2019-03-01,9,1
29023506000106,2019-03-01,10,1
29023506000106,2019-03-01,11,1
29023506000106,2019-03-01,12,1
29023506000106,2019-03-01,13,1
29023506000106,2019-03-01,14,1
29023506000106,2019-03-01,15,1
29023506000106,2019-03-01,16,1
29023506000106,2019-03-01,17,1
29023506000106,2019-03-01,18,1
29023506000106,2019-03-01,19,1
29023506000106,2019-03-01,20,1
29023506000106,2019-03-01,21,1
29023506000106,2019-03-01,22,1
29023506000106,2019-03-01,23,1
29023506000106,2019-03-01,24,1
29023506000106,2019-03-01,25,1
29023506000106,2019-03-01,26,1
29023506000106,2019-03-01,27,1
29023506000106,2019-03-01,28,1
29023506000106,2019-03-01,29,1
29023506000106,2019-03-01,30,1
29023506000106,2019-03-01,31,1
29023506000106,2019-03-01,32,1
29023506000106,2019-03-01,33,1
29023506000106,2019-03-01,34,1
29023506000106,2019-03-01,35,1
29023506000106,2019-03-01,36,1
29023506000106,2019-03-01,37,1
29023506000106,2019-03-01,38,1
29023506000106,2019-03-01,39,1
29023506000106,2019-03-01,40,1
29026462000160,2020-09-01,1,1
29026462000160,2020-09-01,2,1
29026462000160,2020-09-01,3,1
29026462000160,2020-09-01,4,1
29049388000105,2021-07-01,1,1
29049388000105,2021-07-01,2,1
29049388000105,2021-07-01,3,1
29049388000105,2021-07-01,4,1
29049388000105,2021-07-01,5,1
29049388000105,2021-07-01,6,1
29049388000105,2021-07-01,7,1
29049388000105,2021-07-01,8,1
29049388000105,2021-07-01,9,1
29061722000138,2022-04-01,1,1
29061722000138,2022-04-01,2,1
29061722000138,2022-04-01,3,1
29061722000138,2022-04-01,4,1
29061722000138,2022-04-01,5,1
29061722000138,2022-04-01,6,1
29061722000138,2022-04-01,7,1
29067310000105,2021-04-01,1,1
29067310000105,2021-04-01,2,1
29067310000105,2021-04-01,3,1
29067310000105,2021-04-01,4,1
29067310000105,2021-04-01,5,1
29067310000105,2021-04-01,6,1
29067310000105,2021-04-01,7,1
29067310000105,2021-04-01,8,1
29067310000105,2021-04-01,9,1
29067310000105,2021-04-01,10,1
29067310000105,2021-04-01,11,1
29067310000105,2021-04-01,12,1
29067310000105,2021-04-01,13,1
29067310000105,2021-04-01,14,1
29067310000105,2021-04-01,15,1
29067310000105,2021-04-01,16,1
29067310000105,2021-04-01,17,1
29067310000105,2021-04-01,18,1
29067310000105,2021-04-01,19,1
29072219000188,2021-01-01,1,1
29072219000188,2021-01-01,2,1
29072219000188,2021-01-01,3,1
29072219000188,2021-01-01,4,1
29072219000188,2021-01-01,5,1
29072219000188,2021-01-01,6,1
29072219000188,2021-01-01,7,1
29072219000188,2021-01-01,8,1
29072219000188,2021-01-01,9,1
29072219000188,2021-01-01,10,1
29072219000188,2021-01-01,11,1
29072219000188,2021-01-01,12,1
29072219000188,2021-01-01,13,1
29081265000143,2020-05-01,1,1
29081265000143,2020-05-01,2,1
29081265000143,2020-05-01,3,1
29081265000143,2020-05-01,4,1
29081265000143,2020-05-01,5,1
29081265000143,2020-05-01,6,1
29081265000143,2020-05-01,7,1
29081265000143,2020-05-01,8,1
29081265000143,2020-05-01,9,1
29081265000143,2020-05-01,10,1
29081265000143,2020-05-01,11,1
29081265000143,2020-05-01,12,1
29081265000143,2020-05-01,13,1
29081265000143,2020-05-01,14,1
29081265000143,2020-05-01,15,1
29081265000143,2020-05-01,16,1
29081265000143,2020-05-01,17,1
29081265000143,2020-05-01,18,1
29081265000143,2020-05-01,19,1
29081265000143,2020-05-01,20,1
29081265000143,2020-05-01,21,1
29081265000143,2020-05-01,22,1
29081265000143,2020-05-01,23,1
29083754000134,2020-07-01,1,1
29083754000134,2020-07-01,2,1
29083754000134,2020-07-01,3,1
29083754000134,2020-07-01,4,1
29083754000134,2020-07-01,5,1
29083754000134,2020-07-01,6,1
29083754000134,2020-07-01,7,1
29083754000134,2020-07-01,8,1
29083754000134,2020-07-01,9,1
29083754000134,2020-07-01,10,1
29083754000134,2020-07-01,11,1
29083754000134,2020-07-01,12,1
29083754000134,2020-07-01,13,1
29102583000143,2020-07-01,1,1
29102583000143,2020-07-01,2,1
29102583000143,2020-07-01,3,1
29102583000143,2020-07-01,4,1
29102583000143,2020-07-01,5,1
29102583000143,2020-07-01,6,1
29102583000143,2020-07-01,7,1
29102583000143,2020-07-01,8,1
29102583000143,2020-07-01,9,1
29102583000143,2020-07-01,10,1
29102583000143,2020-07-01,11,1
29102583000143,2020-07-01,12,1
29102583000143,2020-07-01,13,1
29102583000143,2020-07-01,14,1
29102583000143,2020-07-01,15,1
29102583000143,2020-07-01,16,1
29102583000143,2020-07-01,17,1
29102583000143,2020-07-01,18,1
29102583000143,2020-07-01,19,1
29102583000143,2020-07-01,20,1
29102583000143,2020-07-01,21,1
29102583000143,2020-07-01,22,1
29102583000143,2020-07-01,23,1
29102583000143,2020-07-01,24,1
29102583000143,2020-07-01,25,1
29102583000143,2020-07-01,26,1
29102583000143,2020-07-01,27,1
29102583000143,2020-07-01,28,1
29139682000108,2021-09-01,1,1
29139682000108,2021-09-01,2,1
29143942000100,2021-10-01,1,1
29143942000100,2021-10-01,2,1
29171892000175,2018-12-01,1,1
29171892000175,2018-12-01,2,1
29171892000175,2018-12-01,3,1
29171892000175,2018-12-01,4,1
29171892000175,2018-12-01,5,1
29171892000175,2018-12-01,6,1
29171892000175,2018-12-01,7,1
29171892000175,2018-12-01,8,1
29171892000175,2018-12-01,9,1
29182084000103,2022-03-01,1,1
29182084000103,2022-03-01,2,1
29182084000103,2022-03-01,3,1
29182084000103,2022-03-01,4,1
29182084000103,2022-03-01,5,1
29190753000199,2022-09-01,1,1
29190753000199,2022-09-01,2,1
29203104000185,2021-08-01,1,1
29203104000185,2021-08-01,2,1
29203104000185,2021-08-01,3,1
29203104000185,2021-08-01,4,1
29203104000185,2021-08-01,5,1
29203104000185,2021-08-01,6,1
29203104000185,2021-08-01,7,1
29203104000185,2021-08-01,8,1
29203104000185,2021-08-01,9,1
29203104000185,2021-08-01,10,1
29213298000108,2019-10-01,1,1
29213298000108,2019-10-01,2,1
29213298000108,2019-10-01,3,1
29218812000190,2019-01-01,1,1
29218812000190,2019-01-01,2,1
29218812000190,2019-01-01,3,1
29218812000190,2019-01-01,4,1
29218812000190,2019-01-01,5,1
29218812000190,2019-01-01,6,1
29230763000100,2022-05-01,1,1
29230763000100,2022-05-01,2,1
29230763000100,2022-05-01,3,1
29230763000100,2022-05-01,4,1
